-0.2117	2.5637	0	0	-0.2117	2.5637	0	2.75	0	1
0.0437054	3.4868	0.717556	1.2918	0.161561	3.50238	-0.022	3.0991	-0.1097	0.994
0.0364705	3.5374	-0.066729	0.309123	0.0351	3.474	-0.0938	3.4924	-0.2334	0.9724
-0.265783	3.82713	-0.798613	0.60459	-0.304802	3.95046	-0.2143	3.8735	-0.3535	0.9354
-0.441786	4.23335	-0.374233	1.07012	-0.4243	4.2645	-0.3817	4.2365	-0.4679	0.8838
-0.665059	4.77441	-0.50655	0.88401	-0.715028	5.07013	-0.5932	4.5757	-0.575	0.8181
-0.789012	4.80338	-0.282576	-0.037863	-0.7768	4.7413	-0.8456	4.8857	-0.673	0.7396
-1.17697	5.18281	-0.949059	0.661821	-1.2965	5.51721	-1.1348	5.1616	-0.7604	0.6494
-1.38256	5.38281	-0.475236	0.473055	-1.3629	5.3678	-1.4564	5.3991	-0.8358	0.549
-1.69863	5.54177	-0.850468	0.528291	-1.69385	5.46795	-1.8051	5.5945	-0.898	0.4399
-2.19409	5.74497	-1.24673	0.5192	-2.2092	5.7477	-2.1756	5.7445	-0.9461	0.3239
-2.50746	5.64341	-0.926493	0.0762076	-2.35486	5.32166	-2.562	5.847	-0.9792	0.2028
-2.85209	5.93846	-0.91392	0.796145	-2.8608	5.982	-2.9582	5.9002	-0.9969	0.0785
-3.16069	5.86585	-0.841064	-0.0985111	-3.06309	5.6525	-3.3579	5.9033	-0.9989	-0.0471
-3.66301	5.95249	-1.27592	0.278916	-3.6858	5.9811	-3.7549	5.8563	-0.9851	-0.1719
-4.09743	5.85211	-1.08421	-0.272622	-4.05115	5.76919	-4.1429	5.76	-0.9558	-0.294
-4.38108	5.77013	-0.71695	-0.23969	-4.3655	5.7658	-4.5157	5.6157	-0.9114	-0.4115
-4.79677	5.40982	-1.19761	-0.788546	-4.72677	5.25843	-4.8675	5.4259	-0.8526	-0.5225
-5.23567	5.3342	-1.1636	-0.177466	-5.2446	5.3655	-5.1927	5.1935	-0.7804	-0.6252
-5.69563	4.73871	-1.25169	-1.49342	-5.5688	4.54945	-5.4863	4.9222	-0.6959	-0.7181
-5.61765	4.3623	0.183904	-1.10766	-5.551	4.3546	-5.7435	4.6162	-0.6004	-0.7997
-5.75491	4.00402	-0.253967	-0.970651	-5.89806	4.08718	-5.9603	4.2804	-0.4955	-0.8686
-6.27558	3.95866	-1.46628	-0.0307517	-6.3585	4.0189	-6.1333	3.92	-0.3827	-0.9239
-6.22607	3.43145	-0.109004	-1.21293	-5.77755	3.17276	-6.2599	3.5408	-0.2639	-0.9646
-6.471	2.90808	-0.644639	-1.2544	-6.5017	2.9147	-6.3378	3.1487	-0.1409	-0.99
-6.46299	2.60904	-0.0439015	-0.667846	-6.3171	2.60253	-6.3661	2.75	-0.0157	-0.9999
-6.34045	2.39142	0.342946	-0.566354	-6.3168	2.3911	-6.3441	2.3509	0.1097	-0.994
-6.43484	2.09454	0.0674976	-0.876658	-6.69347	2.14479	-6.2723	1.9576	0.2334	-0.9724
-6.41917	1.81106	0.0269295	-0.711622	-6.4234	1.8176	-6.1518	1.5765	0.3535	-0.9355
-6.0802	1.36255	0.569439	-1.07172	-5.77319	1.28792	-5.9844	1.2135	0.4679	-0.8838
-5.76827	0.795138	0.819227	-1.41146	-5.7496	0.7814	-5.7729	0.8743	0.575	-0.8182
-5.32579	0.687136	0.834746	-0.174432	-5.11374	0.708608	-5.5205	0.5643	0.673	-0.7396
-5.2741	0.410582	0.028254	-0.726311	-5.328	0.3906	-5.2312	0.2884	0.7604	-0.6495
-4.82686	0.128321	0.810254	-0.695603	-4.46065	0.121327	-4.9097	0.0509	0.8358	-0.549
-4.87614	-0.0179024	-0.24848	-0.36212	-4.947	-0.0053	-4.5609	-0.1444	0.898	-0.44
-4.76911	-0.225702	1.0927	-0.50418	-5.09408	-0.24773	-4.1904	-0.2945	0.9461	-0.3239
-4.08953	-0.450761	1.78055	-0.560955	-4.0436	-0.4521	-3.804	-0.397	0.9792	-0.2028
-3.34655	-0.461828	1.23696	-0.118309	-2.98871	-0.404096	-3.4079	-0.4502	0.9969	-0.0785
-2.68592	-0.413827	1.7052	0.170719	-2.6536	-0.3989	-3.0081	-0.4533	0.9989	0.0471
-2.20197	-0.300369	1.38992	0.326905	-2.38477	-0.315885	-2.6112	-0.4063	0.9851	0.1719
-2.16488	-0.306572	-0.0790082	-0.0868742	-2.2638	-0.3309	-2.2232	-0.31	0.9558	0.294
-2.17788	-0.181927	0.555047	0.425137	-2.45817	-0.204975	-1.8504	-0.1657	0.9114	0.4115
-1.65506	0.140909	1.40164	0.907164	-1.5972	0.1656	-1.4986	0.0241	0.8527	0.5225
-1.27063	0.297483	0.578612	0.524321	-1.08134	0.233186	-1.1734	0.2565	0.7804	0.6252
-0.906122	0.614376	0.99313	0.917777	-0.8832	0.6308	-0.8798	0.5278	0.6959	0.7181
-0.694412	0.989364	0.671216	0.598964	-0.83314	1.15767	-0.6226	0.8338	0.6004	0.7997
-0.469599	1.07319	0.480015	0.119333	-0.4754	1.0446	-0.4058	1.1697	0.4955	0.8686
-0.248024	1.47044	0.58555	0.9128	-0.243281	1.673	-0.2327	1.53	0.3827	0.9239
-0.319057	2.01241	-0.438326	1.37324	-0.3698	2.0475	-0.1062	1.9092	0.2639	0.9645
-0.0570399	2.44731	0.650176	1.40935	-0.0638813	2.15725	-0.0282	2.3013	0.1409	0.99
0.120184	2.71493	0.366147	0.559463	0.1111	2.66	0	2.7	0.0157	0.9999
0.0148039	2.95452	-0.273801	0.891099	0.00473286	2.7901	0.011	3.0997	0.0785	0.9969
0.203179	3.63976	0.655981	1.82017	0.2458	3.7039	0.0704	3.4949	0.2028	0.9792
0.107051	3.86167	-0.271583	0.691786	0.110635	3.52266	0.1789	3.8797	0.324	0.9461
0.445252	4.33871	0.988161	1.26592	0.4975	4.381	0.3348	4.2478	0.44	0.898
0.501205	4.92986	0.0842738	1.49845	0.463555	4.92764	0.5356	4.5934	0.5491	0.8358
0.773173	4.92824	0.690845	-0.189041	0.788	4.8204	0.7781	4.9112	0.6495	0.7604
1.00883	5.08541	0.582381	0.434883	1.01196	5.16989	1.0585	5.1961	0.7397	0.673
1.49412	5.28241	1.26497	0.511751	1.5216	5.2919	1.3724	5.4436	0.8182	0.575
1.7664	5.74151	0.369335	0.455201	1.85628	6.19121	1.7149	5.6497	0.8838	0.4679
1.9825	5.6695	0.508459	-0.241838	1.9807	5.6273	2.0805	5.8114	0.9355	0.3534
2.12249	5.62145	0.45854	0.19448	2.05358	5.47579	2.4635	5.9259	0.9724	0.2334
2.78037	5.93956	1.70386	0.921448	2.838	5.9988	2.8578	5.9915	0.994	0.1097
3.05383	6.18303	0.585997	0.542489	2.96928	6.11413	3.2572	6.0072	0.9999	-0.0157
3.65765	5.81692	1.34854	-0.938424	3.6669	5.7424	3.6555	5.9727	0.99	-0.1409
4.21435	5.7518	1.39729	-0.101528	4.23667	5.85122	4.0463	5.8886	0.9646	-0.2639
4.37644	5.64223	0.348372	-0.369447	4.3227	5.6104	4.4234	5.7562	0.9239	-0.3827
4.33594	5.64854	0.165992	0.410584	4.14797	5.4837	4.781	5.5775	0.8686	-0.4955
5.1344	5.31743	1.90121	-0.701131	5.1968	5.2885	5.1134	5.3554	0.7997	-0.6004
5.51284	4.99784	0.756138	-0.906173	5.4551	4.99501	5.4153	5.0934	0.7181	-0.6959
5.657	4.78433	0.381895	-0.584552	5.6426	4.7921	5.682	4.7956	0.6252	-0.7804
6.00532	4.31223	0.700744	-1.38829	6.15215	4.33199	5.9093	4.4668	0.5225	-0.8527
6.0721	4.06772	0.218554	-0.67353	6.058	4.0914	6.0936	4.1121	0.4115	-0.9114
6.31998	3.69045	0.735902	-0.911064	6.31864	3.64639	6.2319	3.737	0.294	-0.9558
6.31286	3.12436	-0.130199	-1.46644	6.2543	3.0882	6.3222	3.3476	0.1719	-0.9851
6.39137	2.91883	-0.200173	-0.610832	6.66191	3.11192	6.3629	2.95	0.0471	-0.9989
6.27094	2.56912	-0.328648	-0.868499	6.2601	2.5581	6.3535	2.5503	-0.0785	-0.9969
6.23269	2.3817	0.250965	-0.319669	6.10543	2.36035	6.2941	2.155	-0.2028	-0.9792
6.30284	1.93723	0.125397	-1.095	6.2871	1.907	6.1856	1.7703	-0.3239	-0.9461
6.11683	1.203	-0.0773148	-1.78963	5.78144	1.11668	6.0297	1.4022	-0.44	-0.898
5.66769	1.11642	-1.21547	-0.290545	5.6027	1.1617	5.8289	1.0565	-0.549	-0.8358
5.50409	0.867448	-0.283663	-0.63409	5.58207	0.845931	5.5864	0.7388	-0.6495	-0.7604
5.17449	0.414033	-0.903775	-1.16657	5.1307	0.3903	5.306	0.4539	-0.7396	-0.673
5.05592	0.0909952	-0.494554	-0.778258	5.27016	0.11438	4.992	0.2064	-0.8182	-0.575
4.58601	0.0481631	-1.27462	-0.0326062	4.5329	0.0777	4.6496	0.0002	-0.8838	-0.4679
4.10236	-0.0101501	-1.24358	-0.15389	4.13208	-0.0136359	4.284	-0.1614	-0.9354	-0.3535
3.97619	-0.158033	-0.189487	-0.401883	4.0467	-0.1678	3.901	-0.2759	-0.9724	-0.2334
3.73009	-0.34542	-0.62857	-0.474358	3.6567	-0.339213	3.5067	-0.3416	-0.994	-0.1097
3.11837	-0.133056	-1.65262	0.700831	3.0472	-0.0824	3.1072	-0.3573	-0.9999	0.0157
2.60855	-0.145103	-0.866495	-0.0538312	2.44437	-0.161563	2.709	-0.3228	-0.99	0.1409
2.36282	-0.438361	-0.578245	-0.934507	2.3805	-0.4769	2.3182	-0.2386	-0.9646	0.2639
2.31165	-0.0879104	-0.288265	1.05839	2.24931	-0.0731284	1.941	-0.1062	-0.9239	0.3827
1.72574	0.182225	-1.6597	0.506269	1.6427	0.1665	1.5835	0.0725	-0.8686	0.4955
